fid,X,Y,CITY_NAME,CNTRY_NAME,POP,POP_RANK,max_dtw
"327","-88.6332956893953","13.8666960303859",Sensuntepeque,El Salvador,"0","0","0.42531"
"328","-89.7190017071282","13.721004051472",Sonsonate,El Salvador,"72951","6","0.40529"
"329","-89.2002326108074","13.7014109517239",San Salvador,El Salvador,"1910000","2","0.4063"
"330","-89.2899985597261","13.6739969287652",Nueva San Salvador,El Salvador,"0","0","0.4063"
"331","-88.7849996896425","13.6410029623068",San Vicente,El Salvador,"0","0","0.44248"
"332","-88.8679976878732","13.5080009323037",Zacatecoluca,El Salvador,"0","0","0.3967"
"333","-88.800002603656","16.1160030444881",Punta Gorda,Belize,"0","0",
"334","-88.5969986691023","15.72699597361",Puerto Barrios,Guatemala,"0","0","0.45836"
"335","-89.5290026368884","14.972003918501",Zacapa,Guatemala,"0","0","0.44468"
"336","-89.5439966147842","14.7969989916407",Chiquimula,Guatemala,"0","0","0.44783"
"337","-88.777997579577","14.766003074882",Santa Rosa,Honduras,"0","0","0.54144"
"338","-89.9890017010494","14.6330010448788",Jalapa,Guatemala,"0","0","0.45154"
"339","-89.181998628351","14.436999054907",Nueva Ocotepeque,Honduras,"0","0","0.44277"
"340","-89.8970037085374","14.2900020718579",Jutiapa,Guatemala,"0","0","0.4474"
"341","-89.0939965697542","14.0720039939247",Chalatenango,El Salvador,"0","0","0.4301"
"342","-88.0280006487165","15.5019959510951",San Pedro Sula,Honduras,"598519","3","0.48096"
"343","-87.2900006212028","15.0599970409802",Yoro,Honduras,"0","0","0.46787"
"344","-88.2359997075187","14.9190029776632",Santa Barbara,Honduras,"0","0","0.53508"
"345","-88.5833005937405","14.583302992392",Gracias,Honduras,"0","0","0.52749"
"346","-87.6429986133547","14.4540000186198",Comayagua,Honduras,"93115","6","0.49309"
"347","-88.1666996191661","14.3330039935647",La Esperanza,Honduras,"0","0","0.43602"
"348","-87.6840026508459","14.3199989637669",La Paz,Honduras,"0","0","0.47116"
"349","-87.2029975874556","14.0990039767684",Tegucigalpa,Honduras,"996658","3","0.44533"
"350","-87.1299986083559","12.6240029465905",Chinandega,Nicaragua,"0","0","0.5195"
"351","-85.6600016385441","12.4710030438092",Boaco,Nicaragua,"0","0","0.45756"
"352","-86.8809956775463","12.4329960808671",Leon,Nicaragua,"0","0","0.48766"
"353","-86.2730006054865","12.1509990181155",Managua,Nicaragua,"1192000","2","0.48458"
"354","-85.370003606361","12.1040009970099",Juigalpa,Nicaragua,"0","0","0.43871"
"355","-86.0949986040771","11.9690009173074",Masaya,Nicaragua,"0","0","0.4392"
"356","-85.9599986898583","11.9279970452999",Granada,Nicaragua,"0","0","0.42088"
"357","-86.1949975660206","11.845998071919",Jinotepe,Nicaragua,"0","0","0.44569"
"358","-85.8329995795874","11.431998004014",Rivas,Nicaragua,"0","0","0.37976"
"359","-86.8509986201533","13.9439969226864",Yuscaran,Honduras,"0","0","0.49166"
"360","-86.4729986948571","13.6299959822086",Ocotal,Nicaragua,"0","0","0.52957"
"361","-86.5829966759316","13.4759970545775",Somoto,Nicaragua,"0","0","0.52982"
"362","-86.0000037024997","13.0910039553333",Jinotega,Nicaragua,"0","0","0.4989"
"363","-86.355998603717","13.086998919817",Esteli,Nicaragua,"0","0","0.5419"
"364","-85.9169966026677","12.9210029233555",Matagalpa,Nicaragua,"0","0","0.49468"
"365","-89.6280025739822","20.9829959435354",Merida,Mexico,"1237697","2","0.528"
"366","-88.2909986980559","18.4979970077067",Chetumal,Mexico,"265298","4",
"367","-88.3880005854504","18.3979980457633",Corozal,Belize,"0","0","0.60213"
"368","-88.5570025925783","18.0829980804357",Orange Walk,Belize,"0","0","0.56835"
"369","-88.1819995763475","17.4960000714874",Belize,Belize,"0","0",
"370","-89.0610026032959","17.1559980075319",El Cayo,Belize,"0","0","0.50864"
"371","-88.800002603656","17.1199980304069",Belmopan,Belize,"13939","7","0.5523"
"372","-88.2140036195574","16.965000077926",Stann Creek Town,Belize,"0","0",
"373","-89.8839986787398","16.9270020511017",Flores,Guatemala,"0","0","0.53285"
"374","-71.1333265936704","21.4666649628691",Grand Turk,Turks & Caicos Is.,"4831","7",
"375","-72.8294846193491","19.9317600064996",Port-De-Paix,Haiti,"0","0","0.5418"
"376","-71.6460025816647","19.8430020185482",Monte Cristi,Dominican Republic,"0","0","0.53283"
"377","-70.690247571713","19.7902170338854",Puerto Plata,Dominican Republic,"128240","5","0.53793"
"378","-72.2134526679037","19.7555579708498",Cap-Haitien,Haiti,"0","0","0.53034"
"379","-74.1809966131482","11.2500000686895",Santa Marta,Colombia,"479853","4","0.35048"
"380","-77.913998672424","21.3859979674597",Camaguey,Cuba,"309542","4","0.51716"
"381","-76.9499995975455","20.9660040814237",Victoria De Las Tunas,Cuba,"173979","5","0.55885"
"382","-76.2620036018041","20.8909979510234",Holguin,Cuba,"298466","4","0.54547"
"383","-77.1129986849414","20.3439960185991",Manzanillo,Cuba,"0","0","0.50727"
"384","-75.2090036089627","20.1429990698624",Guantanamo,Cuba,"215545","5","0.61812"
"385","-75.8289955843693","20.0289960532715",Santiago De Cuba,Cuba,"433494","4","0.54384"
"386","-74.1137576237692","18.6399270465993",Jeremie,Haiti,"0","0","0.59851"
"387","-73.7479976973147","18.189998986961",Les Cayes,Haiti,"0","0","0.57038"
"388","-77.6560496950059","18.4795829790292",Falmouth,Jamaica,"0","0","0.48197"
"389","-77.9210006170058","18.4689989751635",Montego Bay,Jamaica,"111037","5","0.46082"
"390","-78.1790037075804","18.4429980171695",Lucea,Jamaica,"0","0","0.53377"
"391","-77.9480005998496","18.1639980289669",Savanna La Mar,Jamaica,"0","0","0.52175"
"392","-77.499998604519","18.033002984781",Mandeville,Jamaica,"0","0","0.52995"
"393","-77.8519975718212","18.030995998964",Black River,Jamaica,"0","0","0.52175"
"394","-76.7999966038296","18.0333000279488",Halfway Tree,Jamaica,"0","0","0.61653"
"395","-77.1995246292995","18.4326390710802",St. Anns Bay,Jamaica,"0","0","0.48715"
"396","-76.8999955657731","18.3770009826516",Port Maria,Jamaica,"0","0",
"397","-76.3800027177937","18.1590030702021",Port Antonio,Jamaica,"0","0","0.57212"
"398","-76.9519976472448","17.994996021839",Spanish Town,Jamaica,"149479","5",
"399","-77.2430036403954","17.9690039999625",May Pen,Jamaica,"0","0","0.46348"
"400","-76.7995196799243","17.9669250287537",Kingston,Jamaica,"592291","3",
"401","-76.3289996611717","17.8910009604964",Port Morant,Jamaica,"0","0",
"402","-71.8448396376834","19.6655669641548",Fort-Liberte,Haiti,"0","0","0.49771"
"403","-71.7049976716008","19.547999925999",Dajabon,Dominican Republic,"0","0","0.48461"
"404","-72.6890035553752","19.4499990137548",Gonaives,Haiti,"0","0","0.50769"
"405","-72.0039956980652","19.1430000178588",Hinche,Haiti,"0","0","0.50811"
"406","-71.7069955558165","18.875996933003",Elias Pina,Dominican Republic,"0","0","0.49165"
"407","-72.3431066325168","18.5266170755727",Port-au-Prince,Haiti,"2874000","2",
"408","-71.8509956298003","18.4930020489418",Jimani,Dominican Republic,"0","0","0.46057"
"409","-72.5370026774435","18.2349989583673",Jacmel,Haiti,"0","0","0.58356"
"410","-71.7409976487259","18.0379979435458",Pedernales,Dominican Republic,"0","0","0.46746"
"411","-71.074997575462","19.5519960253977",Mao,Dominican Republic,"0","0","0.5221"
"412","-71.3449886332657","19.5049980042921",Sabaneta,Dominican Republic,"0","0","0.4848"
"413","-70.7069966692966","19.456001933487",Santiago,Dominican Republic,"591985","3","0.55009"
"414","-70.5230006842728","19.3969980729171",Moca,Dominican Republic,"94981","6","0.55914"
"415","-70.4167015939454","19.3830029543872",Salcedo,Dominican Republic,"0","0","0.60327"
"416","-70.5500006671166","19.2500009243843",La Vega,Dominican Republic,"202864","5","0.55966"
"417","-70.4089976676819","18.9420030691221",Bonao,Dominican Republic,"76241","6","0.58387"
"418","-71.2289966685768","18.8070029894196",San Juan,Dominican Republic,"78313","6","0.49257"
"419","-71.4220015839995","18.4789979942946",Neiba,Dominican Republic,"0","0","0.45317"
"420","-70.7290016933756","18.4539960611501",Azua,Dominican Republic,"59319","6",
"421","-70.3310035643337","18.2799989297735",Bani,Dominican Republic,"92153","6",
"422","-71.0999996740901","18.2079989755235",Barahona,Dominican Republic,"0","0",
"423","-70.1773917029813","18.2383829337113",Punta Palenque,Dominican Republic,"0","0",
"424","-69.8470015918781","19.3760010098054",Nagua,Dominican Republic,"0","0","0.60832"
"425","-70.2539997152012","19.3010039810062",San Francisco De Macoris,Dominican Republic,"149508","5","0.6141"
"426","-69.3320037026635","19.2120030630435",Samana,Dominican Republic,"0","0","0.59201"
"427","-70.1520027035584","19.0590029947786",Cotui,Dominican Republic,"0","0","0.59959"
"428","-69.7840016319093","18.8070029894196",Monte Plata,Dominican Republic,"0","0","0.57951"
"429","-69.8990036733499","18.4889970134254",Santo Domingo,Dominican Republic,"965040","3",
"430","-70.1090006163678","18.4159980343257",San Cristobal,Dominican Republic,"216875","5",
"431","-69.2569975722632","18.7640010677129",Hato Mayor,Dominican Republic,"0","0","0.59323"
"432","-69.0350035604149","18.7640010677129",El Seibo,Dominican Republic,"0","0","0.59345"
"433","-68.7079975901394","18.6159959582128",Higuey,Dominican Republic,"168501","5","0.59021"
"434","-69.3080006288853","18.4560030469671",San Pedro De Macoris,Dominican Republic,"195307","5",
"435","-68.9679985649296","18.4259970534566",La Romana,Dominican Republic,"130426","5",
"436","-76.5219956404769","3.45699908146373",Cali,Colombia,"1822869","2","0.4061"
"437","-76.6040037154591","2.42000102748557",Popayan,Colombia,"277270","4","0.35231"
"438","-75.6150027074363","1.60599601020521",Florencia,Colombia,"156789","5","0.41374"
"439","-77.2730006977883","1.21400096637927",Pasto,Colombia,"352326","4","0.37206"
"440","-76.6189976933549","1.14900295671105",Mocoa,Colombia,"0","0","0.35258"
"441","-77.7320005716159","0.821996986435502",Tulcan,Ecuador,"0","0","0.40559"
"442","-78.1309975600238","0.362996947124203",Ibarra,Ecuador,"139721","5","0.3692"
"443","-73.3619966371032","5.54699696279964",Tunja,Colombia,"167991","5","0.58569"
"444","-75.5180006545582","5.06700002586046",Manizales,Colombia,"400436","4","0.48577"
"445","-75.6669956873068","4.78299597729177",Pereira,Colombia,"409670","4","0.50621"
"446","-75.6980007056669","4.53099597193301",Armenia,Colombia,"275641","4","0.49288"
"447","-75.2439956251205","4.44099602912053",Ibague,Colombia,"500686","3","0.43514"
"448","-73.6399976004559","4.14999897208765",Villavicencio,Colombia,"451212","4","0.42382"
"449","-75.2840006377619","2.92899599696779",Neiva,Colombia,"314526","4","0.49146"
"450","-74.080511625698","4.63022096680315",Bogota,Colombia,"7181469","1","0.59523"
"451","-74.8060015850384","10.9839960086834",Barranquilla,Colombia,"1120103","2","0.36779"
"452","-73.250999631179","10.4670000697695",Valledupar,Colombia,"459349","4","0.43295"
"453","-75.5340025934213","10.413998963448",Cartagena,Colombia,"887946","3",
"454","-75.3920005691369","9.30699900491915",Sincelejo,Colombia,"274622","4","0.38881"
"455","-75.8819966906908","8.75699999794563",Monteria,Colombia,"433723","4","0.39291"
"456","-78.1372616129699","8.39786405139574",La Palma,Panama,"0","0","0.45219"
"457","-75.5919986585076","6.2409960437567",Medellin,Colombia,"2372330","2","0.46698"
"458","-76.6539986456302","5.69099703678342",Quibdo,Colombia,"120679","5","0.37672"
"459","-71.6370025873834","10.6450020711787",Maracaibo,Venezuela,"1653215","2",
"460","-70.4320017166106","9.37500302525405",Trujillo,Venezuela,"0","0","0.47853"
"461","-71.1489955794115","8.60100302061528",Merida,Venezuela,"248410","5","0.54884"
"462","-72.5030005845343","7.89100200079486",Cucuta,Colombia,"629414","3","0.53484"
"463","-72.2279966957305","7.76500208085737",San Cristobal,Venezuela,"282830","4","0.49773"
"464","-73.1199956508754","7.11299696063969",Bucaramanga,Colombia,"528855","3","0.61639"
"465","-70.7579995604351","7.07900396933166",Arauca,Colombia,"0","0","0.44006"
"466","-67.6349995590361","5.66600403975654",Puerto Ayacucho,Venezuela,"0","0","0.4834"
"467","-68.7459956169637","10.3359959239822",San Felipe,Venezuela,"0","0","0.53558"
"468","-67.5939956870287","10.2449969563198",Maracay,Venezuela,"419052","4","0.50716"
"469","-68.0030006306852","10.1780010624361",Valencia,Venezuela,"888109","3","0.54331"
"470","-69.3389967111278","10.065995930061",Barquisimeto,Venezuela,"881127","3","0.49395"
"471","-68.5899986396334","9.6579989473716",San Carlos,Venezuela,"0","0","0.45553"
"472","-69.7499997044837","9.04400095557974",Guanare,Venezuela,"160234","5","0.44769"
"473","-70.209998603161","8.63000105315847",Barinas,Venezuela,"389578","4","0.44155"
"474","-72.4059986971399","5.3469990389126",Yopal,Colombia,"156942","5","0.39982"
"475","-67.8666957123311","3.8829960527155",Puerto Inirida,Colombia,"0","0","0.45171"
"476","-72.5799956630328","2.58100206518202",San Jose Del Guavuare,Colombia,"0","0","0.43792"
"477","-70.2209966471417","1.26600304785097",Mitu,Colombia,"0","0","0.42312"
"478","-79.4126335823368","43.7207669366832",Toronto,Canada,"2965713","2","0.56248"
"479","-78.8484326022597","42.8986619907435",Buffalo,United States,"255284","4","0.67755"
"480","-83.0789276892954","42.3943199253025",Detroit,United States,"670031","3","0.63703"
"481","-81.7275057186068","41.3907209417801",Cleveland,United States,"381009","4","0.69137"
"482","-79.9970846322886","40.4972010263249",Pittsburgh,United States,"300286","4","0.64587"
"483","-82.9929956657897","40.0449960770216",Columbus,United States,"898553","3","0.64724"
"484","-77.3399965916722","25.0669979452637",Nassau,The Bahamas,"266100","4","0.61688"
"485","-88.1166955873938","30.6833039966922",Mobile,United States,"188720","5","0.67007"
"486","-86.2990015634805","32.3600039572885",Montgomery,United States,"198525","5","0.56026"
"487","-84.3000026498068","30.44999702546",Tallahassee,United States,"194500","5","0.63409"
"488","-81.6599966598963","30.3300000252547",Jacksonville,United States,"911507","3","0.66729"
"489","-82.5930266263685","27.9973529581984",Tampa,United States,"399700","4",
"490","-80.2702165699411","25.8321240541694",Miami,United States,"467963","4",
"491","-81.5650015928351","23.0499990430275",Matanzas,Cuba,"143924","5","0.5431"
"492","-82.416455562159","23.0489550066226",Havana,Cuba,"2131937","2","0.62733"
"493","-87.9907406790115","43.0679430033206",Milwaukee,United States,"590157","3","0.64196"
"494","-89.3999967062842","43.0666649730217",Madison,United States,"259680","4","0.56938"
"495","-84.5579966387802","42.7259970028221",Lansing,United States,"118210","5","0.61882"
"496","-87.6412976068233","41.8265459875429",Chicago,United States,"2693976","2","0.67294"
"497","-86.1350036167185","39.8140020708921",Indianapolis,United States,"886220","3","0.6307"
"498","-89.65400369746","39.7940040326301",Springfield,United States,"114230","5","0.63063"
"499","-84.4770145624841","39.1480109337459",Cincinnati,United States,"303940","4","0.61409"
"500","-84.8390036127997","38.2010040519463",Frankfort,United States,"27755","7","0.61561"
"501","20.8320034155833","13.836996016161",Abeche,Chad,"0","0","0.59405"
"502","8.99399731281966","13.7969999396373",Zinder,Niger,"322935","4","0.61847"
"503","18.3380043199898","13.213998030088",Ati,Chad,"0","0","0.53189"
"504","18.6980044222072","12.1869989952405",Mongo,Chad,"0","0","0.51549"
"505","8.49999632123297","11.99999699955",Kano,Nigeria,"4748000","2","0.53185"
"506","9.35033443424396","11.7991890331519",Dutse,Nigeria,"0","0","0.53223"
"507","10.4130003276107","5.48600398864783",Bafoussam,Cameroon,"0","0","0.41911"
"508","9.23100334028254","4.15500303245375",Buea,Cameroon,"0","0","0.41833"
"509","9.70637434701666","4.13665205305028",Douala,Cameroon,"3408000","2","0.43448"
"510","8.77256131186965","3.74360403670163",Malabo,Equatorial Guinea,"0","0","0.41167"
"511","8.55000035300549","3.44999697139809",Luba,Equatorial Guinea,"0","0","0.41525"
"512","11.1480034460588","2.91799795298721",Ebolowa,Cameroon,"0","0","0.39558"
"513","9.84500133207456","10.3100040675893",Bauchi,Nigeria,"0","0","0.45257"
"514","8.89299932602643","9.92400300737784",Jos,Nigeria,"1108000","2","0.43791"
"515","8.52300037016164","7.74700192681108",Makurdi,Nigeria,"0","0","0.38931"
"516","10.1480043940554","5.9589989810052",Bamenda,Cameroon,"0","0","0.47972"
"517","9.81646235120166","1.84967996524574",Bata,Equatorial Guinea,"0","0","0.38831"
"518","10.5667023775572","1.44999903287482",Evinayong,Equatorial Guinea,"0","0","0.3981"
"519","9.45399637698068","0.390995954817697",Libreville,Gabon,"703939","3","0.32261"
"520","19.1199963579424","17.9299980121708",Faya,Chad,"0","0","0.77368"
"521","15.3170013302337","14.1219989240957",Mao,Chad,"0","0","0.64963"
"522","14.7167014138035","13.4659980354466",Bol,Chad,"0","0","0.5912"
"523","12.616704347853","13.3166970234124",Diffa,Niger,"0","0","0.61563"
"524","15.2408253958474","12.1041360316756",Ndjamena,Chad,"1522000","2","0.50487"
"525","13.1609973127786","11.8510019668014",Maiduguri,Nigeria,"1213000","2","0.53055"
"526","11.9660043972543","11.748996019041",Damaturu,Nigeria,"0","0","0.51616"
"527","16.3780022925066","6.31600200867348",Bozoum,Central African Republic,"0","0","0.41938"
"528","15.5930044093708","5.93299802301112",Bouar,Central African Republic,"0","0","0.41929"
"529","18.5623473723784","4.36585502953802",Bangui,Central African Republic,"0","0","0.41921"
"530","21.1799973473692","4.32000000406533",Mobaye,Central African Republic,"0","0","0.37174"
"531","17.9939973860015","3.86600402512023",Mbaiki,Central African Republic,"0","0","0.41962"
"532","18.0000003057336","1.59986699192495",Impfondo,Congo,"0","0","0.39771"
"533","18.2559964104912","0.04799698179676",Mbandaka,"Congo, DRC","0","0","0.42262"
